worker,start_time_iso,latency_ms,status,allowed,subject_address,subject_role,resource_id,resource_type,resource_sensitivity,action,error
w45,2025-12-19T14:43:05.164617Z,35.293,200,True,0xb4F3640241c9285C3384313c7E76CBB3eded034B,INSURER,153,VIDEO,2,READ,
w3,2025-12-19T14:43:05.163192Z,36.957,200,True,0x592bB49f1f64a954F181cc99489664AeC05bB383,COURT,302,IMAGE,2,READ,
w46,2025-12-19T14:43:05.164649Z,35.658,200,True,0xA07Ab60Dc6F87DcAbEA86aDb690fFf1e30BB14A6,COURT,215,VIDEO,2,READ,
w47,2025-12-19T14:43:05.164680Z,35.753,403,False,0x28de4877801Eb83FF8f280a15cC0c360f89295ED,GARAGE,761,TELEMATICS,3,READ,
w48,2025-12-19T14:43:05.164706Z,35.837,200,True,0xC9d315B25D2f58D8299fD726f1bd40D5b077C4a4,ADJUSTER,652,FNOL,4,READ,
w49,2025-12-19T14:43:05.164746Z,35.999,200,True,0xe68d19e611fc7Cd8D9184Dbf3034203A5B0ba7E9,INSURER,116,VIDEO,2,READ,
w50,2025-12-19T14:43:05.164776Z,36.229,403,False,0x852cB9f303D330bff5722A21d48c0c4303bda309,POLICE,989,OTHER,1,READ,
w51,2025-12-19T14:43:05.164806Z,36.421,200,True,0x7F58e30B33E800fAD1041651365A29CfB660aC57,INSURER,998,OTHER,1,READ,
w52,2025-12-19T14:43:05.164835Z,36.605,200,True,0x03E8540790383Dc711c7029C4a4727A3D6F85Ee6,INSURER,553,MEDICAL_REPORT,5,READ,
w53,2025-12-19T14:43:05.164865Z,36.779,403,False,0x5cB4D76a86dbEF4FF02fA640c90deeaf5b309acD,GARAGE,555,FNOL,4,READ,
w54,2025-12-19T14:43:05.164895Z,36.944,200,True,0x445B0132f3e4B43546EdbBb0604997A1c2605CDf,INSURER,927,OTHER,1,READ,
w55,2025-12-19T14:43:05.164922Z,37.116,200,True,0x3015CaAdD111E6bb308586Fb390005C8F75848A7,POLICE,209,VIDEO,2,READ,
w56,2025-12-19T14:43:05.164950Z,37.318,200,True,0x1f45920F4b49aD1E6d3d6542163Da1Fc12B8F399,POLICE,76,VIDEO,2,READ,
w57,2025-12-19T14:43:05.164980Z,37.526,200,True,0xe84288AfCCFcafd9a8AB74D8F555C5448a911Eb5,INSURER,914,OTHER,1,READ,
w58,2025-12-19T14:43:05.165013Z,37.693,200,True,0x445B0132f3e4B43546EdbBb0604997A1c2605CDf,INSURER,842,TELEMATICS,3,READ,
w4,2025-12-19T14:43:05.163237Z,39.667,200,True,0x547633aa452093F2f87ad6cF6Af95cf459e17be5,ADJUSTER,332,IMAGE,2,READ,
w59,2025-12-19T14:43:05.165044Z,38.052,200,True,0x499B440236db366c87f8267Bd804228e12Df64A4,ADJUSTER,899,OTHER,1,READ,
w5,2025-12-19T14:43:05.163280Z,40.031,200,True,0xf1E534De0C06d61147F8A18Fd769352969fDCF3B,INSURER,582,MEDICAL_REPORT,5,READ,
w60,2025-12-19T14:43:05.165070Z,38.554,200,True,0x99a806d3b557c0a8e626Cef888962d06713ad5f6,COURT,979,OTHER,1,READ,
w6,2025-12-19T14:43:05.163324Z,40.532,200,True,0xc227AdED69aA39F067e0190b0EA4BB94BE51cb90,INSURER,562,FNOL,4,READ,
w61,2025-12-19T14:43:05.165104Z,39.015,200,True,0xca4373A5412dd617d707A9D63Fab5c33bc55890a,POLICE,425,IMAGE,2,READ,
w7,2025-12-19T14:43:05.163361Z,40.977,403,False,0xdFCd3364f36CdB72072987Ba9e3a6197F2807c1A,GARAGE,219,VIDEO,2,READ,
w62,2025-12-19T14:43:05.165136Z,39.464,200,True,0x0b5E323fB184f11d5882ca0773Ff29b91c76b407,ADJUSTER,347,IMAGE,2,READ,
w8,2025-12-19T14:43:05.163390Z,41.410,200,True,0x24a62efdAe4d80281BAc758e86a4E386905c720C,GARAGE,415,IMAGE,2,READ,
w63,2025-12-19T14:43:05.165169Z,39.787,200,True,0xe68d19e611fc7Cd8D9184Dbf3034203A5B0ba7E9,INSURER,34,VIDEO,2,READ,
w9,2025-12-19T14:43:05.163423Z,41.668,200,True,0x065803C5af851Dda212c2b93EabB66A8eE0Adb34,INSURER,932,OTHER,1,READ,
w64,2025-12-19T14:43:05.165197Z,40.051,200,True,0xF173F4d5ADdf0E7a16e318fFd5937Dfb27583015,INSURER,688,FNOL,4,READ,
w10,2025-12-19T14:43:05.163455Z,41.944,200,True,0x6C9757f257381323C7E688e7935C2755df2DdaF3,INSURER,279,IMAGE,2,READ,
w65,2025-12-19T14:43:05.165224Z,40.308,200,True,0xbDC02CAdBc892839484c2D2A7933028B4Cb9DBcE,INSURER,190,VIDEO,2,READ,
w11,2025-12-19T14:43:05.163486Z,42.162,200,True,0xB4C59915aF17bAB024Db05F0230B8Ee1aF00388d,COURT,757,TELEMATICS,3,READ,
w66,2025-12-19T14:43:05.165250Z,40.511,200,True,0x536e3B0833a6eBb933f385c0b0De10423705f7a1,COURT,384,IMAGE,2,READ,
w12,2025-12-19T14:43:05.163518Z,42.390,200,True,0xD81101A371257d1229a21CEAed60dD23BBb1a2B1,ADJUSTER,361,IMAGE,2,READ,
w67,2025-12-19T14:43:05.165277Z,40.751,200,True,0xb03C6C3a6e66a20729a4d4758D907D3A07cB0af5,INSURER,640,MEDICAL_REPORT,5,READ,
w13,2025-12-19T14:43:05.163545Z,42.602,200,True,0x9faB46D850015a996dAa8c1858e4cA1262E31bE2,INSURER,364,IMAGE,2,READ,
w68,2025-12-19T14:43:05.165303Z,40.981,200,True,0x1D3a19aAC334311E82F8439171A040835c8049F7,REGULATOR,378,IMAGE,2,READ,
w14,2025-12-19T14:43:05.163574Z,42.823,200,True,0xD574Ba4eCc12ca8b6BF7d7ed27E8896b66251f36,INSURER,756,TELEMATICS,3,READ,
