worker,start_time_iso,latency_ms,status,allowed,subject_address,subject_role,resource_id,resource_type,resource_sensitivity,action,error
w2,2025-12-19T15:11:03.803680Z,139.720,200,True,0xF09aBd729B48E734Ad684B93585E8D043D55c967,INSURER,383,IMAGE,2,READ,
w6,2025-12-19T15:11:03.803848Z,140.050,200,True,0x14d0cb07D407E25F725b7f9854B98fEEEBb4942F,INSURER,558,MEDICAL_REPORT,5,READ,
w3,2025-12-19T15:11:03.803735Z,140.690,200,True,0x68cBdE77b98e3AF3281dBC229ee66540Eac3f007,ADJUSTER,248,VIDEO,2,READ,
w1,2025-12-19T15:11:03.803559Z,141.169,403,False,0x8D21394c336D57f89564705Aa61307561b63E310,POLICE,709,TELEMATICS,3,READ,
w7,2025-12-19T15:11:03.804034Z,140.918,403,False,0x996644d2075D6c96FEB649879534dFAb933903f6,GARAGE,767,TELEMATICS,3,READ,
w4,2025-12-19T15:11:03.803775Z,141.491,200,True,0x5cA86E3342DEA0C1a26C49f1a4fA40DeEeAFf8a8,INSURER,269,IMAGE,2,READ,
w8,2025-12-19T15:11:03.804075Z,141.445,200,True,0x5ee06906aF52aEd2c884D505d3a0A7CA7513188D,INSURER,448,IMAGE,2,READ,
w5,2025-12-19T15:11:03.803814Z,141.920,200,True,0x89cb551204456FFCd8e595feE394120dD047b57A,INSURER,579,FNOL,4,READ,
w0,2025-12-19T15:11:03.801335Z,144.767,200,True,0x67A9BC3Fb3B4a392C223A8C644B48346b9Ca5128,COURT,544,MEDICAL_REPORT,5,READ,
w9,2025-12-19T15:11:03.804109Z,142.241,403,False,0x3D8B37E283940B186f3d817371AE9834E2836f7f,GARAGE,739,TELEMATICS,3,READ,
w2,2025-12-19T15:11:03.943424Z,112.450,200,True,0x11F50254a88A6e26E6Bb5aAE8d74E52372B4270E,COURT,887,OTHER,1,READ,
w6,2025-12-19T15:11:03.943909Z,112.359,200,True,0x14d0cb07D407E25F725b7f9854B98fEEEBb4942F,INSURER,57,VIDEO,2,READ,
w3,2025-12-19T15:11:03.944437Z,112.035,200,True,0x7B678e542Dec17ab096b423D15262dcD9B8c11D8,POLICE,19,VIDEO,2,READ,
w1,2025-12-19T15:11:03.944737Z,111.890,200,True,0x73c07A746181c5256aC8EB8006fFbCF2239bEcC5,COURT,800,TELEMATICS,3,READ,
w7,2025-12-19T15:11:03.944961Z,111.954,200,True,0x290FAd62Cb657cBfDA616da814529a670cdad059,POLICE,34,VIDEO,2,READ,
w4,2025-12-19T15:11:03.945275Z,111.887,200,True,0xCe3b338346378767324b87Cb888eC3F1d6d34940,POLICE,414,IMAGE,2,READ,
w8,2025-12-19T15:11:03.945529Z,111.755,200,True,0xD46492141A5F13412fa59e5F47Ce969c7954E752,INSURER,891,OTHER,1,READ,
w5,2025-12-19T15:11:03.945753Z,111.671,200,True,0x044bef4Ff250cBBFE36FEfE3b859D78bA04c1223,INSURER,457,IMAGE,2,READ,
w0,2025-12-19T15:11:03.946111Z,111.467,200,True,0x476ad4Ce50BbD6624855e3d1e12E6cC23654359A,INSURER,976,OTHER,1,READ,
w9,2025-12-19T15:11:03.946359Z,111.387,200,True,0x68cBdE77b98e3AF3281dBC229ee66540Eac3f007,ADJUSTER,482,IMAGE,2,READ,
w2,2025-12-19T15:11:04.055886Z,104.343,200,True,0xD0Ce1d9D5A9c7E4F03d499A265d3014Ae5da7644,ADJUSTER,628,FNOL,4,READ,
w6,2025-12-19T15:11:04.056278Z,104.381,200,True,0x89cb551204456FFCd8e595feE394120dD047b57A,INSURER,72,VIDEO,2,READ,
w3,2025-12-19T15:11:04.056478Z,104.430,200,True,0x40fca3Fa04d657c9879B638C57A2a70683E3efED,REGULATOR,390,IMAGE,2,READ,
w1,2025-12-19T15:11:04.056632Z,104.446,200,True,0xF88a95Dd8B84AF76941627AA419BEFc507d88125,ADJUSTER,414,IMAGE,2,READ,
w7,2025-12-19T15:11:04.056925Z,104.419,200,True,0x14d0cb07D407E25F725b7f9854B98fEEEBb4942F,INSURER,665,FNOL,4,READ,
w4,2025-12-19T15:11:04.057167Z,104.390,200,True,0xE1C502975CC15E22bC10c8a6e352061ef61bBc2A,COURT,727,TELEMATICS,3,READ,
w8,2025-12-19T15:11:04.057290Z,104.478,200,True,0xB2241965995ed972D442D6A9461eF3583ecA95B6,INSURER,309,IMAGE,2,READ,
w5,2025-12-19T15:11:04.057430Z,104.537,200,True,0x630ba53C12B20a6EBd04Eb0819a24b1f8C554A01,INSURER,952,OTHER,1,READ,
w0,2025-12-19T15:11:04.057584Z,104.642,200,True,0x78b99D5D04232b9650d619DBa5F5600a9242A472,INSURER,495,IMAGE,2,READ,
w9,2025-12-19T15:11:04.057752Z,104.738,403,False,0x786da68d54Be22366903D370c34910372Db174c9,POLICE,708,TELEMATICS,3,READ,
w6,2025-12-19T15:11:04.160670Z,137.405,200,True,0x6032b722b48DC8717A2C437485f2D3d264BD803B,ADJUSTER,309,IMAGE,2,READ,
w3,2025-12-19T15:11:04.160916Z,137.734,200,True,0xc0F601980c6FD898E06229024740eec17abbF5C2,INSURER,539,FNOL,4,READ,
w1,2025-12-19T15:11:04.161084Z,137.953,200,True,0x996644d2075D6c96FEB649879534dFAb933903f6,GARAGE,306,IMAGE,2,READ,
w7,2025-12-19T15:11:04.161360Z,138.104,200,True,0x476ad4Ce50BbD6624855e3d1e12E6cC23654359A,INSURER,773,TELEMATICS,3,READ,
w4,2025-12-19T15:11:04.161565Z,138.307,200,True,0x89cb551204456FFCd8e595feE394120dD047b57A,INSURER,978,OTHER,1,READ,
w8,2025-12-19T15:11:04.161776Z,138.378,200,True,0xD6e58dE85e171C0D6BB42Cf4a85fBa7C55ce5618,INSURER,145,VIDEO,2,READ,
w5,2025-12-19T15:11:04.161974Z,138.411,200,True,0x33F5a90B9400A21046089Aaf44319BA889B0B9ed,INSURER,425,IMAGE,2,READ,
w0,2025-12-19T15:11:04.162234Z,138.359,200,True,0x12DF904699208278b4355b568d47De4F2c9646fe,INSURER,734,TELEMATICS,3,READ,
w9,2025-12-19T15:11:04.162498Z,138.465,200,True,0xeaD317253F31780B00e0Ef360b1ade2Fb83c2b3E,INSURER,309,IMAGE,2,READ,
w2,2025-12-19T15:11:04.160240Z,141.005,200,True,0x199baf9971453910adbCD45ae05Dc8f9B68fcB1f,INSURER,322,IMAGE,2,READ,
w6,2025-12-19T15:11:04.298096Z,130.561,200,True,0x05d1ef5b43268c6a5BD456A953029092795045d9,INSURER,424,IMAGE,2,READ,
w3,2025-12-19T15:11:04.298664Z,130.100,200,True,0x014E540c98B93f6ce2a6F2D7FE66BeD9a19f7bEC,ADJUSTER,708,TELEMATICS,3,READ,
w1,2025-12-19T15:11:04.299053Z,129.776,200,True,0x11F50254a88A6e26E6Bb5aAE8d74E52372B4270E,COURT,846,TELEMATICS,3,READ,
w7,2025-12-19T15:11:04.299475Z,129.598,200,True,0x567dccd668D18B4ACd8A2795151edB162Bc34767,ADJUSTER,360,IMAGE,2,READ,
w4,2025-12-19T15:11:04.299884Z,129.282,200,True,0xfd4Fc17438169bC1228EB21c2cb9b8DE1E97472a,INSURER,291,IMAGE,2,READ,
w8,2025-12-19T15:11:04.300176Z,129.068,200,True,0x29Da547ffD477d0d4628d547368EcFDF73054469,ADJUSTER,115,VIDEO,2,READ,
w5,2025-12-19T15:11:04.300393Z,129.442,200,True,0x58f181cd636a8F0a8335240Efc4979212ff45341,INSURER,267,IMAGE,2,READ,
w0,2025-12-19T15:11:04.300600Z,129.482,200,True,0xF96D07BDd0404b21a6B987cF6C21b9A5E3045f5F,INSURER,618,MEDICAL_REPORT,5,READ,
w9,2025-12-19T15:11:04.300974Z,129.251,200,True,0x46Adf75988C45FBD67a07651b6f684943428c17C,INSURER,111,VIDEO,2,READ,
w2,2025-12-19T15:11:04.301255Z,129.233,200,True,0x1F98dd762361D7256a816f8086AE6FfB657fa5bC,POLICE,443,IMAGE,2,READ,
