worker,start_time_iso,latency_ms,status,allowed,subject_address,subject_role,resource_id,resource_type,resource_sensitivity,action,error
w2,2025-12-19T15:11:06.316032Z,143.924,200,True,0x78273aa663aa16C08590efF5582bb4C9DD30Bb95,INSURER,209,VIDEO,2,READ,
w6,2025-12-19T15:11:06.316201Z,144.276,200,True,0x89cb551204456FFCd8e595feE394120dD047b57A,INSURER,571,FNOL,4,READ,
w3,2025-12-19T15:11:06.316086Z,144.846,200,True,0xBC78986794f1658340222E011F7e1Cf375177F95,ADJUSTER,707,TELEMATICS,3,READ,
w1,2025-12-19T15:11:06.315903Z,145.260,403,False,0x26b179d013C696c433c0f316E594f7a7AcE77C79,GARAGE,779,TELEMATICS,3,READ,
w7,2025-12-19T15:11:06.316406Z,144.975,200,True,0x598405697b464FEbA8C76367b7C75C59D8BE2eCF,COURT,882,OTHER,1,READ,
w4,2025-12-19T15:11:06.316125Z,145.386,200,True,0xBC78986794f1658340222E011F7e1Cf375177F95,ADJUSTER,169,VIDEO,2,READ,
w8,2025-12-19T15:11:06.316461Z,145.429,200,True,0xAB814b041AB343702D64556Fdb3a3C104daa0445,ADJUSTER,354,IMAGE,2,READ,
w5,2025-12-19T15:11:06.316164Z,145.956,200,True,0x29Da547ffD477d0d4628d547368EcFDF73054469,ADJUSTER,268,IMAGE,2,READ,
w0,2025-12-19T15:11:06.313358Z,148.942,200,True,0x044bef4Ff250cBBFE36FEfE3b859D78bA04c1223,INSURER,781,TELEMATICS,3,READ,
w9,2025-12-19T15:11:06.316501Z,145.934,200,True,0x85C720Ae65eF1706A0cf41695a93A34E189D5Ea0,INSURER,276,IMAGE,2,READ,
w2,2025-12-19T15:11:06.459981Z,112.978,200,True,0x97910F1306b5414B4C61D9A719B6871f5c77662f,INSURER,939,OTHER,1,READ,
w6,2025-12-19T15:11:06.460490Z,112.865,200,True,0x5173D7F8755FdF3d2f05C01D029A3Dc55EaC0476,POLICE,216,VIDEO,2,READ,
w3,2025-12-19T15:11:06.460943Z,113.135,200,True,0x6032b722b48DC8717A2C437485f2D3d264BD803B,ADJUSTER,925,OTHER,1,READ,
w1,2025-12-19T15:11:06.461172Z,113.346,200,True,0x51A2465dc26f17e37524f93494A8409715ACc9c2,INSURER,158,VIDEO,2,READ,
w7,2025-12-19T15:11:06.461389Z,113.388,200,True,0x3db0bD968176A243AC81C5c8Cf02Cf429b04dD57,COURT,143,VIDEO,2,READ,
w4,2025-12-19T15:11:06.461517Z,113.704,200,True,0xF80B0672A4f16BDe21fA2DF31482dA0fC606A43f,ADJUSTER,867,OTHER,1,READ,
w8,2025-12-19T15:11:06.461901Z,113.762,403,False,0x4BC2c2b671822006a9D592cdd2Db24e8Da3C6adf,GARAGE,779,TELEMATICS,3,READ,
w5,2025-12-19T15:11:06.462128Z,114.000,403,False,0x419d3b699AA38c218f3D84f0a3129a6383634f17,ADJUSTER,522,MEDICAL_REPORT,5,READ,
w0,2025-12-19T15:11:06.462307Z,114.328,200,True,0x29950abd635aF427d5E2fF0DB9f6920fC915bC55,INSURER,991,OTHER,1,READ,
w9,2025-12-19T15:11:06.462440Z,114.690,200,True,0xC66fE61Fe01B90e3C051c0ED40Dd41fC9347D018,REGULATOR,594,FNOL,4,READ,
w6,2025-12-19T15:11:06.573381Z,120.193,200,True,0x620a52535BA00719f0747D42746525D807319996,ADJUSTER,736,TELEMATICS,3,READ,
w3,2025-12-19T15:11:06.574096Z,119.864,200,True,0x3d9c5458418bD082b010C0F93c3b8FBF9826E0Bf,INSURER,74,VIDEO,2,READ,
w1,2025-12-19T15:11:06.574535Z,119.675,200,True,0xD6e58dE85e171C0D6BB42Cf4a85fBa7C55ce5618,INSURER,470,IMAGE,2,READ,
w7,2025-12-19T15:11:06.574789Z,119.606,403,False,0x3116De7d4519B71BA014e7EF3e874D3a98B64A91,POLICE,633,MEDICAL_REPORT,5,READ,
w4,2025-12-19T15:11:06.575239Z,119.360,403,False,0x5C63EFf960008F7F9783957f07533386097149ce,POLICE,645,MEDICAL_REPORT,5,READ,
w8,2025-12-19T15:11:06.575680Z,119.170,200,True,0xCe3b338346378767324b87Cb888eC3F1d6d34940,POLICE,25,VIDEO,2,READ,
w5,2025-12-19T15:11:06.576146Z,119.051,200,True,0x0479AcE8E12E22b9751dF7542dd8f225c221EC34,ADJUSTER,185,VIDEO,2,READ,
w0,2025-12-19T15:11:06.576652Z,118.754,403,False,0x26b179d013C696c433c0f316E594f7a7AcE77C79,GARAGE,106,VIDEO,2,READ,
w9,2025-12-19T15:11:06.577142Z,118.415,200,True,0x5CdF84465a68A1A9CEfe264b98c0701879D78982,INSURER,88,VIDEO,2,READ,
w2,2025-12-19T15:11:06.572970Z,122.733,200,True,0xe9b50040eeAA45F16fd24222f4a97482737f6C8A,ADJUSTER,648,FNOL,4,READ,
w6,2025-12-19T15:11:06.693586Z,128.984,200,True,0x419d3b699AA38c218f3D84f0a3129a6383634f17,ADJUSTER,246,VIDEO,2,READ,
w3,2025-12-19T15:11:06.693970Z,129.003,200,True,0xE056D0a60EfEE3e1642D5B2129E2bbBdAf22444c,INSURER,742,TELEMATICS,3,READ,
w1,2025-12-19T15:11:06.694219Z,129.035,200,True,0xD06Cc40e4D98aDc886d652F4253985B5c04282b9,REGULATOR,341,IMAGE,2,READ,
w7,2025-12-19T15:11:06.694402Z,129.219,403,False,0x3D8B37E283940B186f3d817371AE9834E2836f7f,GARAGE,67,VIDEO,2,READ,
w4,2025-12-19T15:11:06.694606Z,129.275,200,True,0xC23BB727D3Ae6bD9cd90AC52ee26359F19176de3,INSURER,561,MEDICAL_REPORT,5,READ,
w8,2025-12-19T15:11:06.694856Z,129.263,200,True,0xB8954C40b419Ae7332fF39Ce3d458ba1fed03941,REGULATOR,230,VIDEO,2,READ,
w5,2025-12-19T15:11:06.695206Z,129.394,200,True,0x476ad4Ce50BbD6624855e3d1e12E6cC23654359A,INSURER,599,MEDICAL_REPORT,5,READ,
w0,2025-12-19T15:11:06.695412Z,129.445,200,True,0x630ba53C12B20a6EBd04Eb0819a24b1f8C554A01,INSURER,330,IMAGE,2,READ,
w9,2025-12-19T15:11:06.695562Z,129.843,200,True,0x1cf47318cada656180563507BDd94262cAA29a4a,INSURER,641,MEDICAL_REPORT,5,READ,
w2,2025-12-19T15:11:06.695709Z,130.063,200,True,0xE385ea618340FfE0d7c7e9EB25048F1c1E437F33,INSURER,623,FNOL,4,READ,
w6,2025-12-19T15:11:06.822582Z,139.277,200,True,0x419d3b699AA38c218f3D84f0a3129a6383634f17,ADJUSTER,651,FNOL,4,READ,
w3,2025-12-19T15:11:06.822982Z,139.247,200,True,0x3A995E7B23E0Fe0f9a5537f57AA80BACa529eFC4,INSURER,501,FNOL,4,READ,
w7,2025-12-19T15:11:06.823632Z,138.798,200,True,0x8216a92a44877D72a31FA6453e4583a6DCe25752,INSURER,803,TELEMATICS,3,READ,
w4,2025-12-19T15:11:06.823888Z,138.784,403,False,0xE1c2102345d7379f4bb3F114e908e9cC9154A335,POLICE,676,FNOL,4,READ,
w8,2025-12-19T15:11:06.824130Z,139.160,200,True,0xcE078954f123a07010672Fff05b36f5E43642106,INSURER,222,VIDEO,2,READ,
w5,2025-12-19T15:11:06.824614Z,139.047,200,True,0x42dC03c90d7652B937d26628a86f9317bbf521dc,INSURER,943,OTHER,1,READ,
w0,2025-12-19T15:11:06.824866Z,139.113,200,True,0x01891323537Ca8c745Cd76182c9eB81519eaC821,GARAGE,264,IMAGE,2,READ,
w9,2025-12-19T15:11:06.825423Z,139.006,200,True,0xf9314f31cc38103bC7607a176a804e5C1Ecbf511,INSURER,547,MEDICAL_REPORT,5,READ,
w2,2025-12-19T15:11:06.825782Z,138.955,200,True,0xB2241965995ed972D442D6A9461eF3583ecA95B6,INSURER,29,VIDEO,2,READ,
w1,2025-12-19T15:11:06.823272Z,141.702,403,False,0x2B5dEec5325fd9befC139A2071d830B25FAd52Ef,GARAGE,517,FNOL,4,READ,
w6,2025-12-19T15:11:06.961871Z,145.154,200,True,0x18BFB9A0Bf9293D0D3bf9F42bD6e7e7b300Dc391,COURT,63,VIDEO,2,READ,
w3,2025-12-19T15:11:06.962240Z,145.218,200,True,0x808936f08CCC0a9C3953Cd3716006fB99825CBa4,COURT,974,OTHER,1,READ,
w7,2025-12-19T15:11:06.962438Z,145.340,200,True,0x59A67A1183C69AAf8Fe3D746D569392b7d4A5035,ADJUSTER,30,VIDEO,2,READ,
w4,2025-12-19T15:11:06.962679Z,145.327,200,True,0xd6f5696C80b8cb2D4AAaFdaf8E7C266cf4af4538,COURT,66,VIDEO,2,READ,
w8,2025-12-19T15:11:06.963303Z,144.899,200,True,0xE385ea618340FfE0d7c7e9EB25048F1c1E437F33,INSURER,527,MEDICAL_REPORT,5,READ,
w5,2025-12-19T15:11:06.963674Z,144.848,403,False,0x01891323537Ca8c745Cd76182c9eB81519eaC821,GARAGE,8,VIDEO,2,READ,
w0,2025-12-19T15:11:06.964011Z,144.741,200,True,0x2875Aa8C20c095495Ab5d6A1aBE2E2b07077dF55,INSURER,110,VIDEO,2,READ,
w9,2025-12-19T15:11:06.964440Z,144.524,200,True,0x29950abd635aF427d5E2fF0DB9f6920fC915bC55,INSURER,620,FNOL,4,READ,
w2,2025-12-19T15:11:06.964747Z,144.495,200,True,0x6032b722b48DC8717A2C437485f2D3d264BD803B,ADJUSTER,781,TELEMATICS,3,READ,
w1,2025-12-19T15:11:06.964983Z,144.448,200,True,0x11F50254a88A6e26E6Bb5aAE8d74E52372B4270E,COURT,872,OTHER,1,READ,
w3,2025-12-19T15:11:07.107466Z,133.906,200,True,0xfd4Fc17438169bC1228EB21c2cb9b8DE1E97472a,INSURER,480,IMAGE,2,READ,
w7,2025-12-19T15:11:07.107788Z,134.108,200,True,0x5C63EFf960008F7F9783957f07533386097149ce,POLICE,101,VIDEO,2,READ,
w4,2025-12-19T15:11:07.108013Z,134.148,403,False,0x7B678e542Dec17ab096b423D15262dcD9B8c11D8,POLICE,958,OTHER,1,READ,
w8,2025-12-19T15:11:07.108211Z,134.188,200,True,0x67A9BC3Fb3B4a392C223A8C644B48346b9Ca5128,COURT,587,FNOL,4,READ,
w5,2025-12-19T15:11:07.108531Z,134.266,200,True,0xF09aBd729B48E734Ad684B93585E8D043D55c967,INSURER,330,IMAGE,2,READ,
w0,2025-12-19T15:11:07.108760Z,134.271,200,True,0xCdb11D137710f0a5234b9D3c040668B6D48e59d4,COURT,906,OTHER,1,READ,
