event_count,pattern,repetition,blockchain_latency_ms,postgres_latency_ms,mongo_latency_ms,result_count
5000,time_range,2,574.9456882476807,6.897687911987305,16.059398651123047,1215
5000,time_range,3,594.3140983581543,6.308078765869141,12.424468994140625,1215
5000,time_range,4,682.4600696563721,7.056474685668945,11.971235275268555,1215
5000,time_range,5,766.9885158538818,7.559299468994141,8.580207824707031,1215
5000,time_range,6,752.0220279693604,5.909442901611328,9.977102279663086,1215
5000,time_range,7,601.8495559692383,6.1206817626953125,11.998653411865234,1215
5000,time_range,8,603.7929058074951,6.337642669677734,9.21773910522461,1215
5000,time_range,9,604.7413349151611,4.768133163452148,10.448455810546875,1215
5000,all_denials,0,531.5253734588623,4.820346832275391,8.374452590942383,1018
5000,all_denials,1,599.6427536010742,4.055023193359375,8.78143310546875,1018
5000,all_denials,2,558.6202144622803,6.075620651245117,10.648488998413086,1018
5000,all_denials,3,844.6705341339111,7.072687149047852,7.119655609130859,1018
5000,all_denials,4,776.146650314331,5.3806304931640625,16.145944595336914,1018
5000,all_denials,5,1549.3221282958984,5.94639778137207,62.50619888305664,1018
5000,all_denials,6,1633.0444812774658,6.183624267578125,13.380289077758789,1018
5000,all_denials,7,1206.7005634307861,6.249427795410156,11.248111724853516,1018
5000,all_denials,8,582.103967666626,5.936861038208008,16.717195510864258,1018
5000,all_denials,9,671.5130805969238,7.019996643066406,8.701086044311523,1018
10000,by_subject,0,16.75724983215332,4.3792724609375,2.0923614501953125,53
10000,by_subject,1,14.766216278076172,1.8122196197509766,1.7940998077392578,53
10000,by_subject,2,14.319896697998047,1.0869503021240234,1.9617080688476562,53
10000,by_subject,3,14.43338394165039,2.120494842529297,1.972198486328125,53
10000,by_subject,4,11.840581893920898,1.1708736419677734,3.1142234802246094,53
10000,by_subject,5,14.197826385498047,1.554250717163086,2.022981643676758,53
10000,by_subject,6,13.065814971923828,1.1174678802490234,1.6100406646728516,53
10000,by_subject,7,13.831377029418945,1.0957717895507812,1.520395278930664,53
10000,by_subject,8,14.172792434692383,1.0991096496582031,1.7592906951904297,53
10000,by_subject,9,10.699272155761719,1.2753009796142578,1.6324520111083984,53
10000,by_resource,0,8.273601531982422,1.4345645904541016,1.8880367279052734,8
10000,by_resource,1,6.716012954711914,1.0666847229003906,1.9047260284423828,8
10000,by_resource,2,9.451627731323242,1.0457038879394531,1.474142074584961,8
10000,by_resource,3,6.749629974365234,0.9875297546386719,1.4486312866210938,8
10000,by_resource,4,10.569095611572266,0.835418701171875,1.6834735870361328,8
10000,by_resource,5,6.141185760498047,1.081705093383789,1.4679431915283203,8
10000,by_resource,6,8.816957473754883,1.0688304901123047,1.5516281127929688,8
10000,by_resource,7,6.427288055419922,0.9789466857910156,1.8465518951416016,8
10000,by_resource,8,9.031534194946289,1.0237693786621094,1.871347427368164,8
10000,by_resource,9,6.719350814819336,1.0251998901367188,1.4204978942871094,8
10000,time_range,0,566.50710105896,15.56396484375,23.51546287536621,2462
10000,time_range,1,734.1601848602295,9.582042694091797,20.981788635253906,2462
10000,time_range,2,543.8449382781982,10.959148406982422,16.420602798461914,2462
10000,time_range,3,644.2749500274658,12.270927429199219,19.02627944946289,2462
10000,time_range,4,554.7573566436768,11.127233505249023,18.425941467285156,2462
10000,time_range,5,583.9972496032715,9.675025939941406,18.856287002563477,2462
10000,time_range,6,558.781623840332,15.17176628112793,17.597198486328125,2462
10000,time_range,7,571.7930793762207,10.273933410644531,62.71529197692871,2462
10000,time_range,8,593.3535099029541,13.933897018432617,25.762081146240234,2462
10000,time_range,9,665.3873920440674,11.693000793457031,32.877445220947266,2462
10000,all_denials,0,572.8120803833008,19.70982551574707,24.67656135559082,1996
10000,all_denials,1,635.408878326416,17.862796783447266,25.922060012817383,1996
10000,all_denials,2,561.5296363830566,17.137765884399414,21.139860153198242,1996
10000,all_denials,3,1336.6682529449463,21.593332290649414,22.1560001373291,1996
10000,all_denials,4,2080.0118446350098,10.891914367675781,67.90852546691895,1996
10000,all_denials,5,1142.432689666748,16.299009323120117,39.95013236999512,1996
10000,all_denials,6,565.5150413513184,10.936737060546875,15.172958374023438,1996
10000,all_denials,7,606.3728332519531,10.615110397338867,15.53964614868164,1996
10000,all_denials,8,578.0248641967773,15.708446502685547,15.135049819946289,1996
10000,all_denials,9,523.8115787506104,11.723518371582031,12.649059295654297,1996
