system,samples,median_ms,mean_ms,std_ms,p90_ms,p99_ms
PostgreSQL,50,22.69056299701333,61.74577694022446,102.01448273705748,198.72575800400227,551.8942370035802
MongoDB,50,1.6920130037760828,4.881887619849294,9.129928625097596,21.69485200283816,43.20282399567077
Blockchain,20,152.7628764997644,301.0987172991008,340.51454394838345,1230.6955280000693,1280.8577589967172
