worker,index,status,latency_ms,tx_hash,gas_used,policy_id,error
w0,21,200,63.492,0x90b1187c28128467a971214cf5a00c419fcab2b5feedbf3612bddff8c70ec69c,134132,822,
w0,22,200,60.076,0x62cb579506b3b005f777df2bd41ba5843694a26f3ddc29861dba6709755586c7,134001,823,
w0,23,200,68.423,0x1c4f262ee4b694a9bb116161f62431098dbb506581619178723e0938eec05223,134001,824,
w0,24,200,60.668,0xad2b623dcbb6ef38acdca2cda09889092e8b28a2d5d0e1f025c5b62fdde03f67,134001,825,
w0,25,200,62.837,0x829f02f5f640fe96c12ef66c6e50c844db9ffbc9b9350177427f41323285e225,134001,826,
w0,26,200,57.355,0xc557491bc2d4af45acf0e004ba0cc0726c559f94c3d8bbadf8fd2a79992abd5a,134001,827,
w0,27,200,49.898,0x99125478821497686a09557ffcabd39443e406ac4515534bdb16f8a07b3027af,134001,828,
w0,28,200,56.025,0xa943ebab3cae21c52bfcef167f6b0c221282a57be0c412fdd6ae39288fd8c370,114089,829,
w0,29,200,49.916,0x1a5244b59e76a24e5c4d3d250ecfe608f07942accd258803a77a373921c8f540,134001,830,
w0,30,200,84.559,0x0168916614013b9463bcb12aa68b4e883626bcd7ba902b3dd22f4513606b3206,134132,831,
w0,31,200,133.210,0xdae9e5125cda3b63da3a3c3f3f126c4185ac220e9307b33d2c191297f4c3baf7,134132,832,
w0,32,200,61.483,0xaddc6d72eb72e82c88a4ec508891e4bef693d30a5e16571dac0ade7408cb012b,134001,833,
w0,33,200,57.989,0x999e1d7ff5ec7b93662f8d1221d5a9722fcd2d4d804a146f9065458cd75e83ad,134132,834,
w0,34,200,66.168,0x4df224fb499a8b979def140b72ecbcf59f673fde695e8545d9a7fde5bd9a60cd,134132,835,
w0,35,200,44.946,0xbc805102c8459e5cdc7a03a5731648761426be4060424efd0f4393b1de7c2b82,134001,836,
w0,36,200,39.304,0xffab8b3b0a6bc8c198172ebcafad35cc4fe6365c9704c7ab05d1506862c10963,134001,837,
w0,37,200,70.168,0xc84bf27b387d372bad73ab67104e47ba3beb1b99a8f7b429a706146eeed8b557,114220,838,
w0,38,200,57.235,0xcd4d4279cdcb5c624a752a18bc1ce519a2d5d42668a46392de1bad03c3786151,134001,839,
w0,39,200,71.225,0x449b0bf5ce3c62ccbf5851372097c5651d3f43152fce76c2f85264b5da9d170c,134001,840,
w0,40,200,51.617,0x31039f39b0ad6ef39c933a00988326c0239a386f78ac5ab3ca829151b86fd656,134001,841,
w0,41,200,55.398,0xdea300d66c566754175c8e5df9af05fa5f3517b5fb38cacd897b6bcb1f99d161,134001,842,
w0,42,200,43.524,0xd1c151531fdbf4614fcbe620fd0e17660284998c892d74d8c9e44619b49293df,134001,843,
w0,43,200,67.212,0x6938a0e35fdead3a0d5a3b2896d4cf19186a3098bd8e7f132397ac624884e7bf,134001,844,
w0,44,200,38.748,0x3ec7cc028cd7fa7cb2cc6646c16d6583791049162c92eaef67b61e7a6c7a4b59,134132,845,
w0,45,200,37.594,0x3b3116a4eca4db27de073ad8b43d962acf487dde5bf5b93c36bf2dcfbc5d66dc,134001,846,
w0,46,200,43.840,0xa11b317ee70b1684f96a789c9944a0de5ce95494fb3d88e0b724660eb23e0b1a,134001,847,
w0,47,200,41.990,0xf856564349dbd108828e9fde5c8cd3c8c03abe1e61bf8c69487a59170bf7d00f,134001,848,
w0,48,200,48.569,0x67fbe3a52649fab83e43a4ad6aef6231041c8fa708c23632dbb30c72b3fbca4a,134132,849,
w0,49,200,68.519,0x78605b5015001762641a0eb6d2726eeba1c72de855f1f9390ceb5f2312dab4d0,134001,850,
w0,50,200,50.066,0xecc157bb02ca9ad46ee41dc16672c8644b22fd97bbfc87597fc7809dc2a47551,134001,851,
w0,51,200,66.001,0xdb43fc9d05f2da9b25edcef815cb0f144418447672b6fe61e2ab200bc273b7f8,134132,852,
w0,52,200,64.209,0x4eea6b14606bd6d91ac1a19f33caf8eb82ab2991446f6fdf6e39de8eba3700bd,134001,853,
w0,53,200,55.170,0xfcb66cb409d82083c906e598c0143126f4cd00a48a9b87ae92293d8872320903,134132,854,
w0,54,200,39.300,0x6b0f2a6ff59ea0ddf11b65fb26f1d8afe42df2912dfd29f4a0d5da6b2340dd00,134001,855,
w0,55,200,63.794,0x4e42910a33a3c0e9dafd3ccec5f43e984ee6342debb23560b9be8e1ed110aa22,134001,856,
w0,56,200,34.741,0xca2f77bbbf6cacb11432dc8dbb85dfedcdb4f83e238f10013431bdd43997795a,134001,857,
w0,57,200,41.850,0xc0071d020ad46c42280d2104cd41836803471c92bbba8a3f9525259a6011d9fa,134001,858,
w0,58,200,42.345,0xf130ba6f5d6c40c77a1462953a5cb18aa2e009b99b005186a7937b69296df571,134001,859,
w0,59,200,40.462,0xb79d8cf431d72a9773458b0a3430d5a2ae6f21125301c4a44fb45dc69d2dc004,134132,860,
w0,60,200,58.374,0xe46c2e66bec4108bd54fedb6679cc8843f010555eef673c5c442614b7aba7cbf,114089,861,
w0,61,200,43.635,0xa836aa795668a4f5d58038c72bffd7a2cbf5cf83f9c5eb6655a329d5f0250612,134132,862,
w0,62,200,63.174,0x7dc8f3ec5eabec6e345d1c02156cd1da2a9cbee82910f81e1063783447cae24f,134001,863,
w0,63,200,52.313,0xf018c0c58487288da57a864edac57570d1d8b625d2a6b6bb12c6c377432625d7,134001,864,
w0,64,200,39.578,0xe2ea37a19fbd5d0ddc7ef27b0fcd340bcda25fa57a4f37cc84df93ba46f1201e,134132,865,
w0,65,200,42.699,0x22316a38962009d96015cbb8370c0793616830bf5505af22ee857cf50dc0430e,134001,866,
w0,66,200,53.017,0x9bfca86af7cf62f29df3bb5a4a2dfdccb36281a6c2a8a1745edd3a2de0e07bbf,134001,867,
w0,67,200,94.488,0xb6c356239c5af83529408b04aa0ad9a9236b3e4347f332982939c22c63085219,134001,868,
w0,68,200,46.519,0x11efa584fc9a8a8bfcd51c7e338ffefe7218145c89c0a9bf7438d66bf5c66773,134001,869,
w0,69,200,49.346,0x486c4777cd384c6c73ab39de28b2b9626a9242f744a34e63d0001188c746a825,134001,870,
w0,70,200,43.797,0xc2e03499a8a02ea8c8e59b17b5a0f6e1b61a37db3041534f812530f200e32bb4,134001,871,
w0,71,200,36.992,0x52dcea9ed3b9729147a2673594b8fb6e257e86d4fae06e8c097ec4b7a869992d,134001,872,
w0,72,200,37.182,0xe80e13a6d7aebed32187d13f9aca5c91b32e650e2a1c6f67205faf45164ad65c,134001,873,
w0,73,200,48.936,0xb438dd1a0e94623c4d1183374c0e2174b72befae0fe3e1c7b1aee69c7aa59399,134001,874,
w0,74,200,46.070,0xf06c03a6a2e80e28ef8abe86fa4b8d7512df1ab29815d05f8c78f46525d8d176,114089,875,
w0,75,200,38.411,0x8fb9bfe5bb95fe2a79fae20c39f402b5c20275663dd595705d19089e759abbaa,114089,876,
w0,76,200,41.209,0x708d7f998522b71a2f1f6023b8f1ec924020f63f5fbd6bcccf52921625a19ca0,134132,877,
w0,77,200,42.446,0x2661ca72df024f2093c1d2c0474f07deaba745fd2dd6e96c663aafa7fcb37cb0,134132,878,
w0,78,200,50.194,0x440592312abd137a6b8d360161ac9d65bfe7003e9b2e94f14789fb6a6f69a408,134001,879,
w0,79,200,76.931,0xdd7831ff099814e0e1ca5693d4f98f76746f20e7e400dabe02bd095c9fab5ca7,134001,880,
w0,80,200,65.074,0x730932b5a8993e11ea48010436e646696e8ef1c6379e0d08aa4f52a0d1cbf96e,134001,881,
w0,81,200,48.118,0x5fc4e456337e4baed5323604f300ff9f43f42c97aa9f81d7d93e915fb1d94151,134001,882,
w0,82,200,51.689,0xa447ab0394f82dcd0ad7227f0610e359bfd22315c41cfe8e3b83e77390b2c6a3,134001,883,
w0,83,200,42.364,0x50b838ad93dcfa7dcfa2bc8112755e509b94ade095d8e36427630fbea2335ca5,134001,884,
w0,84,200,47.896,0xe44a5c228b85d7f3449107fa34bf723d9b269ecdf81f887dc13ac713c09bc32b,134001,885,
w0,85,200,75.072,0xd59558da5da94e89e6949f6be9c2455217c13448febd7455c9627b34266e41a6,134001,886,
w0,86,200,40.168,0x2de051ac9a10b5a3df5c156c100c4a9ee5092ebc2ab0584ade71bce3e9db41d7,134132,887,
w0,87,200,56.294,0xa1406122e7e143b2553573402714a5baddd44c6c1683772deffb86ed03ef2562,134001,888,
w0,88,200,71.464,0xfbf8d5f1bbdcfde330c8daad58fc7ed7b33ca81ee01211ce6554e5eb9893a198,134132,889,
w0,89,200,38.265,0x06cebf20f57bc7a61ee85ed794d3d2ed8ee5f661b2bc6ec87cadae604e84f54d,134001,890,
w0,90,200,59.891,0x2cc21477a859c26ae8cd3da7ec72d4aad2dccd851a1b2b7e21aa94d2e887aa61,134001,891,
w0,91,200,39.669,0x9c08f4907639859e65f055fbec1d4daba74d511ac182d2ec9f0a31fc3d8e7bc9,134001,892,
w0,92,200,35.468,0x1372eb37eaa02f7bd87a8765bbe92a75a8ea36a51842d779ba38bedf681acf03,134001,893,
w0,93,200,35.586,0x8ee91a24faf52d765ad8fb126ca3aae80f3a348e5dcce3ccf3c672b3ae733e3f,134001,894,
w0,94,200,34.903,0x427b02438c5b55df511b143b8173f44e47109d107bd0210ec0df4a4ef34ac158,134001,895,
w0,95,200,46.725,0x5df6b2e058fa0e1743facfc5addb9479d95e4845b131a8b55e1cadb1b9e91bce,134001,896,
w0,96,200,59.550,0x66086b0f9c0c79411254263fe748430bdfec938b1de3fe2a0f61f970f901eb19,134001,897,
w0,97,200,50.924,0x48c9915a3b2b07b0fa4d84a8c4e363a170297f5b60a3649bd46045187997ed28,134001,898,
w0,98,200,34.629,0x96c53b55eed673b0e8b31ff9e8759874fe932351c004d8e5908641e98ca3384b,134001,899,
w0,99,200,47.666,0xa8023b5c0f88a2779d2d97d44e785d3c75dd2b7c55da7bc1d76996ec546c1046,134132,900,
