worker,index,status,latency_ms,tx_hash,gas_used,policy_id,error
w0,18,200,52.976,0x1684e78b87f5fcf6f69513db344c65c4614897b47dc1ccc6b5ebf94fc75c0aa0,134132,39,
w0,19,200,68.223,0x675684b8d8347c1239eba39548ce18a4f5fd90d935528fb538389688eacd8b85,134001,40,
w0,20,200,64.227,0x02a4a579c99c4ddecc77f78896c03287b039db000e28a0a1fdb5332781c6a6d9,134001,41,
w0,21,200,66.514,0x39254d437fa80ebcd9076ed212615cdd2eb7d4d86f2f71dbb55bbb7c842ccfa6,134132,42,
w0,22,200,54.328,0x1545bb2e10049a6747638e68081ac5516ae615ba3af741d55e2198a328bece43,134001,43,
w0,23,200,129.484,0xeecd41b97ec1bac0d11fec6098061f3aee7f891b5d1c3613b9328cac665bf6bb,134001,44,
w0,24,200,53.060,0xb2098cbe561039018b911840e6d60d36c41bd0a8feb5a1c27c43920a64e660d6,134001,45,
w0,25,200,55.378,0xd1c59d87ac880f926eef174914e26235fa85ce309580a107d4082d4ed125ac2b,134132,46,
w0,26,200,51.734,0xcb68d4e4a812b722fbc14379509d4c5a0a951782af8bef0456acd39047828a82,134001,47,
w0,27,200,47.432,0xa6a085e1428624ad316b8c6d6b787a10b96c20b98390ceebb8fdde9f176c580e,134001,48,
w0,28,200,40.241,0xd8ea7b15192e13e59aaa9988a5a8654a963ad3588a63ad3e13c1fc8283c9face,134001,49,
w0,29,200,49.119,0x017bd5efafed193b5d0df3cbc8c8f4d6a86680bd3a7aa3b8849d479a0c6e1062,134001,50,
w0,30,200,57.256,0x58798ab6ee171e708c54d16295521cdeb9cdabcc07e54b73797c9aaa43d24f1e,134132,51,
w0,31,200,57.318,0x102c4bf644252201b9989c7aa949f4af70eb2f7b3586d8f6a53b6879d8a1757a,134001,52,
w0,32,200,69.411,0x725a46c96ab4620a38106a4ac58e16dc14b5ad850f882eebe39439f0db850669,134001,53,
w0,33,200,76.860,0x2c5a32a2bd5a30120718fce08af31c5047c6bde47a01e395edb9d5844194e8b9,134001,54,
w0,34,200,78.870,0x61927381fbf170e943d4f07151877c8abc2734d34d1aa0d9c2308b363b1c45a6,134001,55,
w0,35,200,88.999,0xa6f800d7eead968d86ba7d38c05fd3fa995d1225feeb00735268f8a95603ef6c,134001,56,
w0,36,200,74.874,0x390d2c4e20e4d87705037ba570e7316fb02130538a56cb2ad09eafb601058467,114089,57,
w0,37,200,141.107,0x35933f346597368c32fb3692b0d01d02dafac835a30cd89d4f939a556d0c4113,134132,58,
w0,38,200,63.921,0xa7f3fd711d6306841bde77a3def7bbf8d7c5f9acfd02b7cb7ebfedf58c6f1f77,134132,59,
w0,39,200,76.587,0x3f45080fc3ec6e50d7debcdcb1d0a021241156d7ca3be9a4703d69aece4897f7,134001,60,
w0,40,200,64.842,0x0b1dd8475b985f143f970dd987c3b07999397a33252f635cb2d84e7dcfe58d5b,134132,61,
w0,41,200,67.444,0x7a5f78b3a6b0025f1bbcd94b0bf73de44e38fb245cc181e1ca1a94305082e44c,134132,62,
w0,42,200,54.362,0x75a299ab7725f3ce88cc33c8d65c9f7c4c4b266cd98e9c12c15f280811473e21,134001,63,
w0,43,200,59.472,0xe3a1be48d5945c2b7ab6383fab65723e706b8982cf55f47143305b2fa78f68cf,134001,64,
w0,44,200,52.617,0x60a5dabf2d3505e2de6769aab25825ea587bb7b44b20e08757412448874549fd,134001,65,
w0,45,200,63.427,0xf565436a7a4881d4e153ecf24c0830dff04c79ec2e30eac8ae2f06f56852f07b,134001,66,
w0,46,200,47.645,0x7e45dc3a57a2fb9c1b605bd042633a5d0b737cd7f7b0be37d5bd2b4537086796,134001,67,
w0,47,200,52.247,0x8a0cbb088c0b5c760cbe9f71c0661a281beea780229aa0985988809a02550489,134001,68,
w0,48,200,46.367,0x0f1111c03f58a87c5d8541f6de612a0c2cdef5b0aa1d62a93a78b69821dff5b4,134132,69,
w0,49,200,65.806,0xd346f6633db7687f85bd95b3ffc7f8609404767768eed749fbbb3925486aab11,114089,70,
w0,50,200,39.577,0x728289566b3ffcc5feb517553a3678d23802dc513872882937b01999ec0a7e7d,134132,71,
w0,51,200,54.904,0xa0fed68f7b01ca091e3d33306c6720ad5101e1dfc82a7df86a69662d37b5b61c,134001,72,
w0,52,200,49.740,0xe4ec452f224d3b874d2bf526ff2d69948af67fd80e5832575cfd0577c9761718,134001,73,
w0,53,200,82.334,0x411cbbfa8554704136e4a59d66583d8fdd43833a824e2a444320e371ed69ae06,134001,74,
w0,54,200,68.270,0x50c783ba4e0b0caf10be46f60db692678cbc1c7796cd4b29dfc3798af5bda718,134001,75,
w0,55,200,61.144,0xda1b77dbec67f23b82b80251dcb1fc97f96ccc819d40ecd1a0051970dbfc7216,134001,76,
w0,56,200,69.101,0x92d15cd1cb10558380ede78416426600cd073a33d77c04e35de46b8ec4596f90,134001,77,
w0,57,200,75.257,0xbc54bc8295a7ce65f5f1fc2c1f51e67fdb71d52a40521c207cdf6a9f865ccddb,134001,78,
w0,58,200,94.011,0x386f065cccde27109729cdfcf46f69b80e19e2c7005c332b451a868fd97aa503,134001,79,
w0,59,200,80.423,0xc8ae6f60e6995546b8d29cc83e90deea375aeb86b732f4a80a1bfe2b5f4437b7,134001,80,
w0,60,200,89.929,0x0fc0d4587924da962978b71273f583a1e2cea4764a48129f42855b5be84383a5,114089,81,
w0,61,200,71.924,0x525879e235ac9ab6dc5cd794291c19086683928ba510393f2713346f46f94eb5,134001,82,
w0,62,200,64.293,0xa1332a05a3ac37f6abe56c9723642f13750468d872c05eb4cee25178c0b3c93a,134001,83,
w0,63,200,71.822,0xaf963bcc5591f991922e10a315845ffcd686ef874d2990a2e494184308da78b5,134001,84,
w0,64,200,96.182,0x6b653815a8ff746150e109ce72064698bd24d041c90e1cca8cfde16d38f74d90,134001,85,
w0,65,200,93.684,0x42aed549126f8a999e8a83c568c01bd701a9965c69acb91c790e3b09dae4bc6f,134132,86,
w0,66,200,78.477,0x97e7381269c11350aa538b42ea8e0209cefc4d6a9451866a9be09e3b49320c52,134001,87,
w0,67,200,60.359,0x26831f55c5fc183f75b63a1f665b9ab55c4031f60a84944b57b59fce715c84cf,114220,88,
w0,68,200,50.521,0x468a66d1ee20ccc58fd727ed406958c3c382d2cf3e95ec0be34f40d9833483c9,134001,89,
w0,69,200,58.791,0xbf6edef2c5ea83f29be816e6e38b9069183fd80d5081838094b6c07e6141852e,114089,90,
w0,70,200,71.650,0xd7255ab9077746640f10d832b60ef10637a48fec73c84c420ecc5b97e0b4a250,134001,91,
w0,71,200,62.303,0xe10bdb4a5b8c50f13c382744a94ead34f12dc7e51b3ae80a538d3fbac5bd503f,134132,92,
w0,72,200,82.063,0x3ae16437df50d0e53ef74da677e6151c894044dd8de3ac750147208ea081843d,134001,93,
w0,73,200,86.879,0xde1508f77abffa341699f5c7ac9df8ee8df8c85c24945d8d868a49f65abd8eec,134001,94,
w0,74,200,119.819,0x2c09be5aec25f09e99ac9d0a411471c43137fc569581821d5964c7bdeada4250,134001,95,
w0,75,200,86.568,0x48933fb6257964de0da985e083680433529af793c3b859f4da34dfa3100861c2,114089,96,
w0,76,200,86.625,0xf2cc368adf1cc5c6ea222b09ebfaeb8209ed772c7c246ba59ed625f7bb4ce04a,134001,97,
w0,77,200,98.581,0xf47d443bc53fc53d69b5049d516a4b30bda609aa2c3252bcc7871f9a3ff0fb44,134001,98,
w0,78,200,79.434,0xf1c2e4ccce99b8672209f8ef7c6a3574be02f6993e641d6284a09254d61f91b4,134001,99,
w0,79,200,91.497,0x3c77b41052028e9f7be5bbf8066f2df12b5c07e539be40429dde05362ff593af,134132,100,
